company_key,company_name,segment_primary,segment_tags,source_lists,local_source_rank,yc_source_rank,city,state_or_region,metro_area,company_category,employee_band,hq_status,company_website,careers_page,company_linkedin,source_systems,check_daily,priority_tier,board_type,board_url,board_token,board_api_url,board_confirmation_status,board_last_verified_at,resolved_from_url,job_source_type,job_source_url,job_source_job_count,job_source_last_verified_at,job_source_notes,jd_capture_status,jd_format,jd_extraction_method,jd_extraction_locator,jd_last_verified_at,jd_notes,notes
soraban,Soraban,local,local;yc,greater_phoenix;yc_seed_from_local_overlap,37,,Tempe,AZ,Greater Phoenix,Accounting and Finance,11-50,Local HQ,https://www.soraban.com/,https://www.ycombinator.com/companies/soraban/jobs/,https://www.linkedin.com/company/sorabansoftware/about/,phx_fwd_local_software_100;local_yc_overlap,true,,,,,,,,,,,,,,,,,,,,
courtyard-io,Courtyard.io,yc,yc,yc_us_hiring_confirmed_api_native_live,,49,,,,,,,https://courtyard.io,https://job-boards.greenhouse.io/courtyardinc,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/courtyardinc,courtyardinc,https://boards-api.greenhouse.io/v1/boards/courtyardinc/jobs?content=true,live_jobs,,https://job-boards.greenhouse.io/courtyardinc,api_native,https://boards-api.greenhouse.io/v1/boards/courtyardinc/jobs?content=true,8,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
credal-ai,Credal.ai,yc,yc,yc_us_hiring_confirmed_api_native_live,,50,,,,,,,https://credal.ai,https://credal.ai/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/credal,credal,https://api.ashbyhq.com/posting-api/job-board/credal?includeCompensation=true,live_jobs,,https://credal.ai/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/credal?includeCompensation=true,7,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
ctgt,CTGT,yc,yc,yc_us_hiring_confirmed_api_native_live,,51,,,,,,,https://www.ctgt.ai/,https://www.ctgt.ai/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/ctgt,ctgt,https://api.ashbyhq.com/posting-api/job-board/ctgt?includeCompensation=true,live_jobs,,https://www.ctgt.ai/,api_native,https://api.ashbyhq.com/posting-api/job-board/ctgt?includeCompensation=true,2,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
curri,Curri,yc,yc,yc_us_hiring_confirmed_api_native_live,,52,,,,,,,http://www.curri.com,https://www.curri.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/curri,curri,https://api.ashbyhq.com/posting-api/job-board/curri?includeCompensation=true,live_jobs,,https://www.curri.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/curri?includeCompensation=true,24,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
datafold,Datafold,yc,yc,yc_us_hiring_confirmed_api_native_live,,53,,,,,,,https://datafold.com,https://www.datafold.com/careers/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/datafold,datafold,https://api.ashbyhq.com/posting-api/job-board/datafold?includeCompensation=true,live_jobs,,https://www.datafold.com/careers/,api_native,https://api.ashbyhq.com/posting-api/job-board/datafold?includeCompensation=true,1,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
david-ai,David AI,yc,yc,yc_us_hiring_confirmed_api_native_live,,54,,,,,,,https://www.withdavid.ai/,https://www.withdavid.ai/jobs,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/david-ai,david-ai,https://api.ashbyhq.com/posting-api/job-board/david-ai?includeCompensation=true,live_jobs,,https://www.withdavid.ai/jobs,api_native,https://api.ashbyhq.com/posting-api/job-board/david-ai?includeCompensation=true,11,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
decoda-health,Decoda Health,yc,yc,yc_us_hiring_confirmed_api_native_live,,55,,,,,,,https://decodahealth.com/,https://decodahealth.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/decodahealth,decodahealth,https://api.ashbyhq.com/posting-api/job-board/decodahealth?includeCompensation=true,live_jobs,,https://decodahealth.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/decodahealth?includeCompensation=true,4,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
dedalus-labs,Dedalus Labs,yc,yc,yc_us_hiring_confirmed_api_native_live,,56,,,,,,,https://www.dedaluslabs.ai/,https://www.dedaluslabs.ai/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/dedalus-labs,dedalus-labs,https://api.ashbyhq.com/posting-api/job-board/dedalus-labs?includeCompensation=true,live_jobs,,https://www.dedaluslabs.ai/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/dedalus-labs?includeCompensation=true,1,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
doola,doola,yc,yc,yc_us_hiring_confirmed_api_native_live,,57,,,,,,,https://www.doola.com/,https://www.doola.com/careers/,,yc_public_directory;yc_api_native_board_confirmation,true,,lever,https://jobs.lever.co/doola,doola,https://api.lever.co/v0/postings/doola?mode=json,live_jobs,,https://www.doola.com/careers/,api_native,https://api.lever.co/v0/postings/doola?mode=json,8,,,full_jd_inferred_api,html_or_text,api_field,[].description|[].descriptionPlain,,,
doublehq,Double,yc,yc,yc_us_hiring_confirmed_api_native_live,,58,,,,,,,https://www.doublehq.com,https://doublehq.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/double,double,https://api.ashbyhq.com/posting-api/job-board/double?includeCompensation=true,live_jobs,,https://doublehq.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/double?includeCompensation=true,5,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
dyneti-technologies,Dyneti Technologies,yc,yc,yc_us_hiring_confirmed_api_native_live,,59,,,,,,,http://www.dyneti.com,https://s.dyneti.com/careers/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/dyneti,dyneti,https://api.ashbyhq.com/posting-api/job-board/dyneti?includeCompensation=true,live_jobs,,https://s.dyneti.com/careers/,api_native,https://api.ashbyhq.com/posting-api/job-board/dyneti?includeCompensation=true,9,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
ekho,Ekho,yc,yc,yc_us_hiring_confirmed_api_native_live,,60,,,,,,,https://www.ekho.com,https://www.ekho.com/careers/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/ekho,ekho,https://api.ashbyhq.com/posting-api/job-board/ekho?includeCompensation=true,live_jobs,,https://www.ekho.com/careers/,api_native,https://api.ashbyhq.com/posting-api/job-board/ekho?includeCompensation=true,8,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
electric-air-2,Electric Air,yc,yc,yc_us_hiring_confirmed_api_native_live,,61,,,,,,,https://www.electricair.io/,https://www.electricair.io/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/electricair,electricair,https://api.ashbyhq.com/posting-api/job-board/electricair?includeCompensation=true,live_jobs,,https://www.electricair.io/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/electricair?includeCompensation=true,5,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
ello,Ello,yc,yc,yc_us_hiring_confirmed_api_native_live,,62,,,,,,,https://www.ello.com,https://www.ello.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/ello,ello,https://api.ashbyhq.com/posting-api/job-board/ello?includeCompensation=true,live_jobs,,https://www.ello.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/ello?includeCompensation=true,4,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
eloquent-ai,Eloquent AI,yc,yc,yc_us_hiring_confirmed_api_native_live,,63,,,,,,,https://www.eloquentai.co/,https://www.eloquentai.co/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/eloquentai,eloquentai,https://api.ashbyhq.com/posting-api/job-board/eloquentai?includeCompensation=true,live_jobs,,https://www.eloquentai.co/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/eloquentai?includeCompensation=true,12,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
embrace,Embrace,yc,yc,yc_us_hiring_confirmed_api_native_live,,64,,,,,,,https://embrace.io,https://embrace.io/,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/embrace,embrace,https://boards-api.greenhouse.io/v1/boards/embrace/jobs?content=true,live_jobs,,https://embrace.io/,api_native,https://boards-api.greenhouse.io/v1/boards/embrace/jobs?content=true,8,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
escape,Escape,yc,yc,yc_us_hiring_confirmed_api_native_live,,65,,,,,,,https://escape.tech,https://escape.tech/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/escape,escape,https://api.ashbyhq.com/posting-api/job-board/escape?includeCompensation=true,live_jobs,,https://escape.tech/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/escape?includeCompensation=true,9,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
every,Every,yc,yc,yc_us_hiring_confirmed_api_native_live,,66,,,,,,,https://every.io/,https://www.every.io/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/every-io,every-io,https://api.ashbyhq.com/posting-api/job-board/every-io?includeCompensation=true,live_jobs,,https://www.every.io/,api_native,https://api.ashbyhq.com/posting-api/job-board/every-io?includeCompensation=true,4,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
f2,F2,yc,yc,yc_us_hiring_confirmed_api_native_live,,67,,,,,,,http://f2.ai,https://f2.ai/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/f2-ai,f2-ai,https://api.ashbyhq.com/posting-api/job-board/f2-ai?includeCompensation=true,live_jobs,,https://f2.ai/,api_native,https://api.ashbyhq.com/posting-api/job-board/f2-ai?includeCompensation=true,10,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
farcast,Farcast,yc,yc,yc_us_hiring_confirmed_api_native_live,,68,,,,,,,https://www.farcast.com/,https://www.farcast.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,lever,https://jobs.lever.co/Farcast,Farcast,https://api.lever.co/v0/postings/Farcast?mode=json,live_jobs,,https://www.farcast.com/,api_native,https://api.lever.co/v0/postings/Farcast?mode=json,1,,,full_jd_inferred_api,html_or_text,api_field,[].description|[].descriptionPlain,,,
fathom,Fathom,yc,yc,yc_us_hiring_confirmed_api_native_live,,69,,,,,,,https://www.fathom.ai,https://www.fathom.ai/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/fathom.video,fathom.video,https://api.ashbyhq.com/posting-api/job-board/fathom.video?includeCompensation=true,live_jobs,,https://www.fathom.ai/,api_native,https://api.ashbyhq.com/posting-api/job-board/fathom.video?includeCompensation=true,8,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
fernstone,Fernstone,yc,yc,yc_us_hiring_confirmed_api_native_live,,70,,,,,,,https://www.fernstone.com,https://fernstone.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/fernstone,fernstone,https://api.ashbyhq.com/posting-api/job-board/fernstone?includeCompensation=true,live_jobs,,https://fernstone.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/fernstone?includeCompensation=true,1,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
fieldguide,Fieldguide,yc,yc,yc_us_hiring_confirmed_api_native_live,,71,,,,,,,http://fieldguide.io,https://www.fieldguide.io/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/fieldguide,fieldguide,https://api.ashbyhq.com/posting-api/job-board/fieldguide?includeCompensation=true,live_jobs,,https://www.fieldguide.io/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/fieldguide?includeCompensation=true,37,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
finch,Finch,yc,yc,yc_us_hiring_confirmed_api_native_live,,72,,,,,,,https://tryfinch.com,https://www.tryfinch.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,lever,https://jobs.lever.co/finch,finch,https://api.lever.co/v0/postings/finch?mode=json,live_jobs,,https://www.tryfinch.com/,api_native,https://api.lever.co/v0/postings/finch?mode=json,10,,,full_jd_inferred_api,html_or_text,api_field,[].description|[].descriptionPlain,,,
finvest,Finvest,yc,yc,yc_us_hiring_confirmed_api_native_live,,73,,,,,,,https://www.getfinvest.com/,https://www.getfinvest.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/finvest,finvest,https://api.ashbyhq.com/posting-api/job-board/finvest?includeCompensation=true,live_jobs,,https://www.getfinvest.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/finvest?includeCompensation=true,5,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
flagright,Flagright,yc,yc,yc_us_hiring_confirmed_api_native_live,,74,,,,,,,https://flagright.com,https://jobs.ashbyhq.com/flagright.com,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/flagright.com,flagright.com,https://api.ashbyhq.com/posting-api/job-board/flagright.com?includeCompensation=true,live_jobs,,https://jobs.ashbyhq.com/flagright.com,api_native,https://api.ashbyhq.com/posting-api/job-board/flagright.com?includeCompensation=true,36,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
flai,Flai,yc,yc,yc_us_hiring_confirmed_api_native_live,,75,,,,,,,https://www.useflai.com/,https://www.useflai.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/flai,flai,https://api.ashbyhq.com/posting-api/job-board/flai?includeCompensation=true,live_jobs,,https://www.useflai.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/flai?includeCompensation=true,5,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
freshpaint,Freshpaint,yc,yc,yc_us_hiring_confirmed_api_native_live,,76,,,,,,,https://freshpaint.io,https://www.freshpaint.io/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/freshpaint,freshpaint,https://api.ashbyhq.com/posting-api/job-board/freshpaint?includeCompensation=true,live_jobs,,https://www.freshpaint.io/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/freshpaint?includeCompensation=true,8,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
furtherai,FurtherAI,yc,yc,yc_us_hiring_confirmed_api_native_live,,77,,,,,,,https://www.furtherai.com/,https://www.furtherai.com/company#join-us,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/furtherai,furtherai,https://api.ashbyhq.com/posting-api/job-board/furtherai?includeCompensation=true,live_jobs,,https://www.furtherai.com/company#join-us,api_native,https://api.ashbyhq.com/posting-api/job-board/furtherai?includeCompensation=true,8,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
garage-2,Garage,yc,yc,yc_us_hiring_confirmed_api_native_live,,78,,,,,,,https://www.shopgarage.com/,https://www.shopgarage.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/garage,garage,https://api.ashbyhq.com/posting-api/job-board/garage?includeCompensation=true,live_jobs,,https://www.shopgarage.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/garage?includeCompensation=true,9,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
gecko-robotics,Gecko Robotics,yc,yc,yc_us_hiring_confirmed_api_native_live,,79,,,,,,,https://www.geckorobotics.com,https://www.geckorobotics.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/gecko-robotics,gecko-robotics,https://api.ashbyhq.com/posting-api/job-board/gecko-robotics?includeCompensation=true,live_jobs,,https://www.geckorobotics.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/gecko-robotics?includeCompensation=true,18,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
giga,Giga,yc,yc,yc_us_hiring_confirmed_api_native_live,,80,,,,,,,https://giga.ai/,https://giga.ai/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/gigaml,gigaml,https://api.ashbyhq.com/posting-api/job-board/gigaml?includeCompensation=true,live_jobs,,https://giga.ai/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/gigaml?includeCompensation=true,52,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
ginkgo-bioworks,Ginkgo Bioworks,yc,yc,yc_us_hiring_confirmed_api_native_live,,81,,,,,,,http://ginkgobioworks.com,https://www.ginkgo.bio/,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/ginkgobioworks,ginkgobioworks,https://boards-api.greenhouse.io/v1/boards/ginkgobioworks/jobs?content=true,live_jobs,,https://www.ginkgo.bio/,api_native,https://boards-api.greenhouse.io/v1/boards/ginkgobioworks/jobs?content=true,12,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
givecampus,GiveCampus,yc,yc,yc_us_hiring_confirmed_api_native_live,,82,,,,,,,http://go.givecampus.com,https://go.givecampus.com/about-us/careers/,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/givecampus,givecampus,https://boards-api.greenhouse.io/v1/boards/givecampus/jobs?content=true,live_jobs,,https://go.givecampus.com/about-us/careers/,api_native,https://boards-api.greenhouse.io/v1/boards/givecampus/jobs?content=true,17,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
glimpse-2,Glimpse,yc,yc,yc_us_hiring_confirmed_api_native_live,,83,,,,,,,https://tryglimpse.com/,https://www.tryglimpse.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/glimpse,glimpse,https://api.ashbyhq.com/posting-api/job-board/glimpse?includeCompensation=true,live_jobs,,https://www.tryglimpse.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/glimpse?includeCompensation=true,10,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
golinks,GoLinks,yc,yc,yc_us_hiring_confirmed_api_native_live,,84,,,,,,,https://www.golinks.io,https://www.golinks.io/careers.php,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/golinks,golinks,https://api.ashbyhq.com/posting-api/job-board/golinks?includeCompensation=true,live_jobs,,https://www.golinks.io/careers.php,api_native,https://api.ashbyhq.com/posting-api/job-board/golinks?includeCompensation=true,5,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
govdash,GovDash,yc,yc,yc_us_hiring_confirmed_api_native_live,,85,,,,,,,https://govdash.com/,https://www.govdash.com/customer-stories,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/govdash,govdash,https://api.ashbyhq.com/posting-api/job-board/govdash?includeCompensation=true,live_jobs,,https://www.govdash.com/customer-stories,api_native,https://api.ashbyhq.com/posting-api/job-board/govdash?includeCompensation=true,8,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
goveagle,GovEagle,yc,yc,yc_us_hiring_confirmed_api_native_live,,86,,,,,,,https://www.goveagle.com/,https://www.goveagle.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/GovEagle,GovEagle,https://api.ashbyhq.com/posting-api/job-board/GovEagle?includeCompensation=true,live_jobs,,https://www.goveagle.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/GovEagle?includeCompensation=true,3,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
great-question,Great Question,yc,yc,yc_us_hiring_confirmed_api_native_live,,87,,,,,,,https://greatquestion.co,https://jobs.ashbyhq.com/greatquestion,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/greatquestion,greatquestion,https://api.ashbyhq.com/posting-api/job-board/greatquestion?includeCompensation=true,live_jobs,,https://jobs.ashbyhq.com/greatquestion,api_native,https://api.ashbyhq.com/posting-api/job-board/greatquestion?includeCompensation=true,1,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
greenboard,Greenboard,yc,yc,yc_us_hiring_confirmed_api_native_live,,88,,,,,,,https://www.greenboard.com,https://www.greenboard.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/Greenboard,Greenboard,https://api.ashbyhq.com/posting-api/job-board/Greenboard?includeCompensation=true,live_jobs,,https://www.greenboard.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/Greenboard?includeCompensation=true,4,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
gridware,Gridware,yc,yc,yc_us_hiring_confirmed_api_native_live,,89,,,,,,,https://www.gridware.io,https://www.gridware.io/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,lever,https://jobs.lever.co/gridware,gridware,https://api.lever.co/v0/postings/gridware?mode=json,live_jobs,,https://www.gridware.io/careers,api_native,https://api.lever.co/v0/postings/gridware?mode=json,28,,,full_jd_inferred_api,html_or_text,api_field,[].description|[].descriptionPlain,,,
harper,Harper,yc,yc,yc_us_hiring_confirmed_api_native_live,,90,,,,,,,https://www.harperinsure.com/,https://www.harperinsure.com/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/harperinsure,harperinsure,https://api.ashbyhq.com/posting-api/job-board/harperinsure?includeCompensation=true,live_jobs,,https://www.harperinsure.com/,api_native,https://api.ashbyhq.com/posting-api/job-board/harperinsure?includeCompensation=true,25,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
heron-data,Heron Data,yc,yc,yc_us_hiring_confirmed_api_native_live,,91,,,,,,,https://www.herondata.io,https://www.herondata.io/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/herondata,herondata,https://api.ashbyhq.com/posting-api/job-board/herondata?includeCompensation=true,live_jobs,,https://www.herondata.io/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/herondata?includeCompensation=true,7,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
hockeystack,HockeyStack,yc,yc,yc_us_hiring_confirmed_api_native_live,,92,,,,,,,https://hockeystack.com,https://www.hockeystack.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/hockeystack,hockeystack,https://api.ashbyhq.com/posting-api/job-board/hockeystack?includeCompensation=true,live_jobs,,https://www.hockeystack.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/hockeystack?includeCompensation=true,14,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
hokali,HOKALI,yc,yc,yc_us_hiring_confirmed_api_native_live,,93,,,,,,,https://www.hokali.com/,https://www.hokali.com/summer-camps,,yc_public_directory;yc_api_native_board_confirmation,true,,workable,https://apply.workable.com/hokali/,hokali,https://apply.workable.com/api/v3/accounts/hokali/jobs,live_jobs,,https://www.hokali.com/summer-camps,api_native,https://apply.workable.com/api/v3/accounts/hokali/jobs,13,,,,,,,,,
human-archive,Human Archive,yc,yc,yc_us_hiring_confirmed_api_native_live,,94,,,,,,,https://www.humanarchive.ai/,https://www.humanarchive.ai/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/humanarchive,humanarchive,https://api.ashbyhq.com/posting-api/job-board/humanarchive?includeCompensation=true,live_jobs,,https://www.humanarchive.ai/,api_native,https://api.ashbyhq.com/posting-api/job-board/humanarchive?includeCompensation=true,10,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
hypercubic,Hypercubic,yc,yc,yc_us_hiring_confirmed_api_native_live,,95,,,,,,,https://www.hypercubic.ai/,https://www.hypercubic.ai/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/hypercubic,hypercubic,https://api.ashbyhq.com/posting-api/job-board/hypercubic?includeCompensation=true,live_jobs,,https://www.hypercubic.ai/,api_native,https://api.ashbyhq.com/posting-api/job-board/hypercubic?includeCompensation=true,1,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
icarus,Icarus,yc,yc,yc_us_hiring_confirmed_api_native_live,,96,,,,,,,https://www.icarus.one/,https://www.icarus.one/,,yc_public_directory;yc_api_native_board_confirmation,true,,greenhouse,https://job-boards.greenhouse.io/icarus,icarus,https://boards-api.greenhouse.io/v1/boards/icarus/jobs?content=true,live_jobs,,https://www.icarus.one/,api_native,https://boards-api.greenhouse.io/v1/boards/icarus/jobs?content=true,12,,,full_jd_inferred_api,html,api_field,jobs[].content,,,
infisical,Infisical,yc,yc,yc_us_hiring_confirmed_api_native_live,,97,,,,,,,https://infisical.com,https://infisical.com/careers,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/infisical,infisical,https://api.ashbyhq.com/posting-api/job-board/infisical?includeCompensation=true,live_jobs,,https://infisical.com/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/infisical?includeCompensation=true,13,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
influxdata,InfluxData,yc,yc,yc_us_hiring_confirmed_api_native_live,,98,,,,,,,https://influxdata.com,https://www.influxdata.com/careers/,,yc_public_directory;yc_api_native_board_confirmation,true,,ashby,https://jobs.ashbyhq.com/Influxdata,Influxdata,https://api.ashbyhq.com/posting-api/job-board/Influxdata?includeCompensation=true,live_jobs,,https://www.influxdata.com/careers/,api_native,https://api.ashbyhq.com/posting-api/job-board/Influxdata?includeCompensation=true,2,,,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,,,
