company_key,company_name,segment_primary,segment_tags,source_lists,local_source_rank,yc_source_rank,city,state_or_region,metro_area,company_category,employee_band,hq_status,company_website,careers_page,company_linkedin,source_systems,check_daily,priority_tier,board_type,board_url,board_token,board_api_url,board_confirmation_status,board_last_verified_at,resolved_from_url,listing_source_type,listing_source_url,listing_source_job_count,listing_source_last_verified_at,listing_authority,listing_source_notes,job_source_type,job_source_url,job_source_job_count,job_source_last_verified_at,job_source_notes,jd_capture_status,jd_format,jd_extraction_method,jd_extraction_locator,jd_last_verified_at,jd_notes,notes
mason,Mason,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,http://www.bymason.com,https://masonamerica.bamboohr.com/careers,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,bamboohr,https://masonamerica.bamboohr.com/careers,,,detected_structured_board,2026-06-12T21:20:26Z,https://www.bymason.com/,company_careers_page,https://masonamerica.bamboohr.com/careers,,2026-06-12T21:20:26Z,yc_fallback,Company homepage routes hiring traffic to a BambooHR board that is not currently deterministic from a plain static fetch.,yc_jobs_page,https://www.ycombinator.com/companies/mason/jobs,3,2026-06-12T21:20:26Z,YC is retained only as the deterministic JD fallback because the company uses a separate BambooHR hiring surface that is not yet recoverable in plain Python.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/mason/jobs/<job_slug>,2026-06-12T21:20:26Z,"Company homepage routes hiring to BambooHR, so YC is only a fallback JD source until the BambooHR board is recovered.",
mbodi-ai,Mbodi AI,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.mbodi.ai/,https://www.mbodi.ai/careers,,yc_public_directory;yc_manual_source_audit,true,,__CLEAR__,__CLEAR__,__CLEAR__,__CLEAR__,__CLEAR__,2026-06-12T21:20:26Z,https://www.mbodi.ai/careers,yc_jobs_page,https://www.ycombinator.com/companies/mbodi-ai/jobs,2,2026-06-12T21:20:26Z,yc_primary,"Current evidence indicates the company explicitly routes hiring traffic to YC, so YC is the authoritative public listing surface.",yc_jobs_page,https://www.ycombinator.com/companies/mbodi-ai/jobs,2,2026-06-12T21:20:26Z,"Company careers page links See open roles directly to YC, so YC is the direct source for both the role list and JD detail pages.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/mbodi-ai/jobs/<job_slug>,2026-06-12T21:20:26Z,YC detail pages expose the live Mbodi AI role content.,
mednet,Mednet,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.themednet.org,https://www.themednet.org/careers,,yc_public_directory;yc_manual_source_audit,true,,ashby,https://jobs.ashbyhq.com/mednet,mednet,https://api.ashbyhq.com/posting-api/job-board/mednet?includeCompensation=true,live_jobs,2026-06-11T03:04:02Z,https://www.themednet.org/careers,api_native,https://jobs.ashbyhq.com/mednet,4,2026-06-11T03:04:02Z,api_primary,Ashby public job board exposes the live role list and role content.,api_native,https://jobs.ashbyhq.com/mednet,4,2026-06-11T03:04:02Z,Ashby public job board exposes the live role list and role content.,full_jd_inferred_api,html,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,2026-06-11T03:04:02Z,,
medplum,Medplum,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.medplum.com,https://www.medplum.com/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:04:02Z,https://www.medplum.com/careers,yc_jobs_page,https://www.ycombinator.com/companies/medplum/jobs,7,2026-06-11T03:04:02Z,yc_primary,"First-party careers page exposes a partial role list, while YC currently carries the fuller live public role set.",yc_jobs_page,https://www.ycombinator.com/companies/medplum/jobs,7,2026-06-11T03:04:02Z,"First-party careers page exposes a partial role list, while YC currently carries the fuller live public role set.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/medplum/jobs/<job_slug>,2026-06-11T03:04:02Z,YC detail pages provide the role-level JD for the current Medplum openings.,
mendral,Mendral,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://mendral.com/,https://www.ycombinator.com/companies/mendral/jobs,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:04:02Z,https://www.ycombinator.com/companies/mendral/jobs,yc_jobs_page,https://www.ycombinator.com/companies/mendral/jobs,2,2026-06-11T03:04:02Z,yc_primary,"First-party site does not expose a deterministic public role list, while YC provides the current public openings.",yc_jobs_page,https://www.ycombinator.com/companies/mendral/jobs,2,2026-06-11T03:04:02Z,"First-party site does not expose a deterministic public role list, while YC provides the current public openings.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/mendral/jobs/<job_slug>,2026-06-11T03:04:02Z,YC detail pages provide the role-level JD for the current Mendral openings.,
meridian-industries,Meridian Industries,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://index.app,https://mora.com:443/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:22:48Z,https://mora.com:443/careers,company_careers_page,https://mora.com/careers,6,2026-06-11T03:22:48Z,company_primary,First-party Mora careers page lists the live openings and links to company-hosted detail pages.,company_careers_page,https://mora.com/careers,6,2026-06-11T03:22:48Z,First-party Mora careers page lists the live openings and links to company-hosted detail pages.,full_jd_verified,html_detail_page,company_jobs_list_to_detail_pages,/careers/<role_slug>,2026-06-11T03:22:48Z,Mora role detail pages expose JD content for the current Meridian Industries openings.,
metalware,Metalware,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,https://www.metalware.com/,https://www.metalware.com/careers/,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,dover,https://jobs.dover.com/metalware,metalware,https://app.dover.com/feed/v1/boards/metalware/jobs,live_jobs,2026-06-11T03:22:48Z,https://www.metalware.com/careers/,api_native,https://jobs.dover.com/metalware,1,2026-06-11T03:22:48Z,api_primary,Dover public jobs feed exposes the live role list and JD content.,api_native,https://jobs.dover.com/metalware,1,2026-06-11T03:22:48Z,Dover public jobs feed exposes the live role list and JD content.,full_jd_inferred_api,html,api_field,jobs[].content,2026-06-11T03:22:48Z,,
method-financial,Method Financial,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,https://methodfi.com,https://methodfi.com/company/careers,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,ashby,https://jobs.ashbyhq.com/method,method,https://api.ashbyhq.com/posting-api/job-board/method?includeCompensation=true,live_jobs,2026-06-11T03:22:48Z,https://methodfi.com/company/careers,api_native,https://jobs.ashbyhq.com/method,14,2026-06-11T03:22:48Z,api_primary,Ashby public job board exposes the live role list and JD content.,api_native,https://jobs.ashbyhq.com/method,14,2026-06-11T03:22:48Z,Ashby public job board exposes the live role list and JD content.,full_jd_inferred_api,html,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,2026-06-11T03:22:48Z,,
middleware,Middleware,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.middleware.io,https://middleware.io/careers/,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:22:48Z,https://middleware.io/careers/,company_careers_page,https://middleware.io/careers/,6,2026-06-11T03:22:48Z,company_primary,First-party careers page lists the live openings and links to company-hosted detail pages.,company_careers_page,https://middleware.io/careers/,6,2026-06-11T03:22:48Z,First-party careers page lists the live openings and links to company-hosted detail pages.,full_jd_verified,html_detail_page,company_jobs_list_to_detail_pages,/careers/<role_slug>/,2026-06-11T03:22:48Z,Middleware role detail pages expose responsibilities and requirements for the current openings.,
tradex,Mindbase,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://mymindbase.ai,https://mymindbase.ai/open-positions,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:22:48Z,https://mymindbase.ai/open-positions,yc_jobs_page,https://www.ycombinator.com/companies/tradex/jobs,1,2026-06-11T03:22:48Z,yc_primary,"First-party open-positions page is broken and does not expose a usable public role list, while YC provides the current public opening.",yc_jobs_page,https://www.ycombinator.com/companies/tradex/jobs,1,2026-06-11T03:22:48Z,"First-party open-positions page is broken and does not expose a usable public role list, while YC provides the current public opening.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/tradex/jobs/<job_slug>,2026-06-11T03:22:48Z,YC detail page provides the role-level JD for the current Mindbase opening.,
mindfort,MindFort,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.mindfort.ai,https://www.mindfort.ai/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:22:48Z,https://www.mindfort.ai/careers,company_careers_page,https://www.mindfort.ai/careers,2,2026-06-11T03:22:48Z,company_primary,"First-party careers page currently exposes two role summaries, but it conflicts with a larger YC role set and does not provide full JD detail on-page.",company_careers_page,https://www.mindfort.ai/careers,2,2026-06-11T03:22:48Z,Do not use YC as authoritative here because the first-party role list conflicts with the YC role set and the company page does not expose full JD content.,unconfirmed,unknown,summary_only_same_page_conflicting_yc,role summaries under /careers,2026-06-11T03:22:48Z,"Company page currently lists Software Engineer and AI Researcher, while YC shows a larger four-role set. This needs a better deterministic company-side source before it is safe to ingest.",
mineflow,Mineflow,yc,yc,yc_manual_job_source_audit,,,,,,,,,http://mineflow.ai/,https://mineflow.ai/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:22:48Z,https://mineflow.ai/careers,company_careers_page,https://mineflow.ai/careers,1,2026-06-11T03:22:48Z,company_primary,First-party careers page exposes the current opening and embeds the role description on the same page.,company_careers_page,https://mineflow.ai/careers,1,2026-06-11T03:22:48Z,First-party careers page exposes the current opening and embeds the role description on the same page.,full_jd_verified,html_same_page,same_page_html_sections,careers role section under /careers,2026-06-11T03:22:48Z,Mineflow exposes What You'll Do and qualification content directly on the careers page for the current opening.,
minicor,Minicor,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://minicor.com,https://www.minicor.com/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T04:17:43Z,https://www.minicor.com/careers,company_careers_page,https://www.minicor.com/careers,0,2026-06-11T04:17:43Z,yc_fallback,"Company careers page points to an external Laminar board and does not expose a deterministic current role list in static HTML. YC is usable for JD, but not as a trusted freshness authority.",yc_jobs_page,https://www.ycombinator.com/companies/minicor/jobs,2,2026-06-11T04:17:43Z,"Company page points to a non-deterministic external board, so YC is kept only as the JD fallback for the visible roles.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/minicor/jobs/<job_slug>,2026-06-11T04:17:43Z,"Company page points to a non-deterministic external board, so YC is kept only as the JD fallback for the visible roles.",
mino-games,Mino Games,yc,yc,yc_manual_job_source_audit,,,,,,,,,http://minomonsters.com,https://minogamesonline.wordpress.com/open-positions/,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:22:48Z,https://minogamesonline.wordpress.com/open-positions/,yc_jobs_page,https://www.ycombinator.com/companies/mino-games/jobs,1,2026-06-11T03:22:48Z,yc_primary,"First-party careers page is private, while YC provides the current public opening.",yc_jobs_page,https://www.ycombinator.com/companies/mino-games/jobs,1,2026-06-11T03:22:48Z,"First-party careers page is private, while YC provides the current public opening.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/mino-games/jobs/<job_slug>,2026-06-11T03:22:48Z,YC detail page provides the role-level JD for the current Mino Games opening.,
mintlify,Mintlify,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,https://mintlify.com,https://www.mintlify.com/careers,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,__CLEAR__,__CLEAR__,__CLEAR__,__CLEAR__,__CLEAR__,2026-06-12T21:20:26Z,https://www.mintlify.com/careers,company_careers_page,https://www.mintlify.com/careers,0,2026-06-12T21:20:26Z,yc_fallback,"Company careers page is the authoritative public hiring surface, but the static HTML only exposes an Open Positions shell without a deterministic role list.",yc_jobs_page,https://www.ycombinator.com/companies/mintlify/jobs,16,2026-06-12T21:20:26Z,YC is retained only as the deterministic JD fallback because the company keeps a separate careers surface that is not yet recoverable in plain Python.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/mintlify/jobs/<job_slug>,2026-06-12T21:20:26Z,"Mintlify keeps a separate careers page, so YC is only a fallback JD source until the company role list is recoverable deterministically.",
misprint,Misprint,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.misprint.com,https://www.misprint.com,,yc_public_directory;yc_manual_source_audit,true,,__CLEAR__,__CLEAR__,__CLEAR__,__CLEAR__,__CLEAR__,2026-06-12T21:20:26Z,https://www.misprint.com,yc_jobs_page,https://www.ycombinator.com/companies/misprint/jobs,2,2026-06-12T21:20:26Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/misprint/jobs,2,2026-06-12T21:20:26Z,"Company site does not expose a public careers surface, while YC currently shows the live roles and JD detail pages.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/misprint/jobs/<job_slug>,2026-06-12T21:20:26Z,YC detail pages expose the live Misprint role content.,
mobius-materials,Mobius Materials,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.mobiusmaterials.com,https://www.mobiusmaterials.com/jobs,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:22:48Z,https://www.mobiusmaterials.com/jobs,company_careers_page,https://www.mobiusmaterials.com/jobs,4,2026-06-11T03:22:48Z,company_primary,First-party jobs page lists the live openings and links to company-hosted detail pages.,company_careers_page,https://www.mobiusmaterials.com/jobs,4,2026-06-11T03:22:48Z,First-party jobs page lists the live openings and links to company-hosted detail pages.,full_jd_verified,html_detail_page,company_jobs_list_to_detail_pages,/jobs/<role_slug>,2026-06-11T03:22:48Z,Mobius Materials role detail pages expose the JD content for the current openings.,
modernloop,ModernLoop,yc,yc,yc_manual_job_source_audit,,,,,,,,,http://modernloop.io,http://modernloop.io,,yc_public_directory;yc_manual_source_audit,true,,__CLEAR__,__CLEAR__,__CLEAR__,__CLEAR__,__CLEAR__,2026-06-12T21:20:26Z,http://modernloop.io,yc_jobs_page,https://www.ycombinator.com/companies/modernloop/jobs,1,2026-06-12T21:20:26Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/modernloop/jobs,1,2026-06-12T21:20:26Z,"Company site does not expose a public careers surface, while YC currently shows the live roles and JD detail pages.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/modernloop/jobs/<job_slug>,2026-06-12T21:20:26Z,YC detail pages expose the live ModernLoop role content.,
moonset-health,Moonset Health,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.moonsethealth.com/,https://www.moonsethealth.com/,,yc_public_directory;yc_manual_source_audit,true,,__CLEAR__,__CLEAR__,__CLEAR__,__CLEAR__,__CLEAR__,2026-06-12T21:20:26Z,https://www.moonsethealth.com/,yc_jobs_page,https://www.ycombinator.com/companies/moonset-health/jobs,2,2026-06-12T21:20:26Z,yc_primary,"Current evidence indicates the company explicitly routes hiring traffic to YC, so YC is the authoritative public listing surface.",yc_jobs_page,https://www.ycombinator.com/companies/moonset-health/jobs,2,2026-06-12T21:20:26Z,"Company homepage links Careers directly to YC, so YC is the direct source for both the role list and JD detail pages.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/moonset-health/jobs/<job_slug>,2026-06-12T21:20:26Z,YC detail pages expose the live Moonset Health role content.,
morph,Morph,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://morphllm.com,https://www.ycombinator.com/companies/morph/jobs,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:22:48Z,https://www.ycombinator.com/companies/morph/jobs,yc_jobs_page,https://www.ycombinator.com/companies/morph/jobs,3,2026-06-11T03:22:48Z,yc_primary,The public careers surface is the YC jobs page itself.,yc_jobs_page,https://www.ycombinator.com/companies/morph/jobs,3,2026-06-11T03:22:48Z,The public careers surface is the YC jobs page itself.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/morph/jobs/<job_slug>,2026-06-11T03:22:48Z,YC detail pages provide the role-level JD for the current Morph openings.,
motion,Motion,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.usemotion.com/,https://www.usemotion.com/careers,,yc_public_directory;yc_manual_source_audit,true,,__CLEAR__,__CLEAR__,__CLEAR__,__CLEAR__,__CLEAR__,2026-06-12T21:20:26Z,https://www.usemotion.com/careers,company_careers_page,https://www.usemotion.com/careers,0,2026-06-12T21:20:26Z,yc_fallback,"Company careers page is the authoritative public hiring surface, but the static HTML only exposes an open-positions shell without a deterministic role list.",yc_jobs_page,https://www.ycombinator.com/companies/motion/jobs,1,2026-06-12T21:20:26Z,YC is retained only as the deterministic JD fallback because the company keeps a separate careers surface that is not yet recoverable in plain Python.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/motion/jobs/<job_slug>,2026-06-12T21:20:26Z,"Motion keeps a separate careers page, so YC is only a fallback JD source until the company role list is recoverable deterministically.",
multifactor,Multifactor,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://multifactor.com,https://multifactor.com/company/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:22:48Z,https://multifactor.com/company/careers,yc_jobs_page,https://www.ycombinator.com/companies/multifactor/jobs,1,2026-06-11T03:22:48Z,yc_primary,"First-party careers page does not expose a deterministic public role list and points candidates outward, while YC provides the current public opening.",yc_jobs_page,https://www.ycombinator.com/companies/multifactor/jobs,1,2026-06-11T03:22:48Z,"First-party careers page does not expose a deterministic public role list and points candidates outward, while YC provides the current public opening.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/multifactor/jobs/<job_slug>,2026-06-11T03:22:48Z,YC detail page provides the role-level JD for the current Multifactor opening.,
nao-labs,nao Labs,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,https://getnao.io/,https://getnao.io/,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,,,,,,2026-06-11T03:22:48Z,https://getnao.io/,yc_jobs_page,https://www.ycombinator.com/companies/nao-labs/jobs,1,2026-06-11T03:22:48Z,yc_primary,"First-party site routes hiring traffic to a Notion careers page that does not expose deterministic public role content, while YC provides the current opening.",yc_jobs_page,https://www.ycombinator.com/companies/nao-labs/jobs,1,2026-06-11T03:22:48Z,"First-party site routes hiring traffic to a Notion careers page that does not expose deterministic public role content, while YC provides the current opening.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/nao-labs/jobs/<job_slug>,2026-06-11T03:22:48Z,YC detail page provides the role-level JD for the current nao Labs opening.,
navier-ai,Navier AI,yc,yc,yc_manual_job_source_audit,,,,,,,,,http://navier.ai,https://navier.ai:443/open-positions/,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:22:48Z,https://navier.ai:443/open-positions/,company_careers_page,https://navier.ai/open-positions/,0,2026-06-11T03:22:48Z,company_primary,First-party open-positions page currently exposes no public role entries or deterministic job links.,company_careers_page,https://navier.ai/open-positions/,0,2026-06-11T03:22:48Z,First-party open-positions page currently exposes no public role entries or deterministic job links.,unconfirmed,unknown,no_current_open_roles,https://navier.ai/open-positions/,2026-06-11T03:22:48Z,"No current openings are publicly exposed on the company open-positions page, and YC currently shows no live roles.",
nestor,Nestor,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://nestorup.com,https://nestorup.com/careers/,,yc_public_directory;yc_manual_source_audit,true,,__CLEAR__,__CLEAR__,__CLEAR__,__CLEAR__,__CLEAR__,2026-06-12T21:20:26Z,https://nestorup.com/careers/,company_careers_page,https://nestorup.com/careers/,7,2026-06-12T21:20:26Z,company_primary,First-party careers page is the authoritative live listing source and currently exposes seven same-domain role detail pages.,company_careers_page,https://nestorup.com/careers/,7,2026-06-12T21:20:26Z,The first-party careers page lists the live roles and links to same-domain role pages with full JD content.,full_jd_verified,html_detail_page,company_jobs_list_to_detail_pages,https://nestorup.com/careers/<job_slug>/,2026-06-12T21:20:26Z,Nestor role detail pages expose full JD content on the company domain.,
netomi,Netomi,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,https://netomi.com,https://www.netomi.com/careers.html,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,lever,https://jobs.lever.co/netomi,netomi,https://api.lever.co/v0/postings/netomi?mode=json,live_jobs,2026-06-12T21:20:26Z,https://www.netomi.com/careers,api_native,https://api.lever.co/v0/postings/netomi?mode=json,36,2026-06-12T21:20:26Z,api_primary,Public Lever API is the authoritative live listing source for Netomi.,api_native,https://api.lever.co/v0/postings/netomi?mode=json,36,2026-06-12T21:20:26Z,Public Lever API currently returns the live Netomi role set from the company careers page.,full_jd_inferred_api,html_or_text,api_field,[].description|[].descriptionPlain,2026-06-12T21:20:26Z,Public Lever API currently returns the live Netomi role set from the company careers page.,
new-story,New Story,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,http://newstoryhomes.org,https://www.newstoryhomes.org/careers,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,,,,,,2026-06-11T04:17:43Z,https://www.newstoryhomes.org/careers,company_careers_page,https://www.newstoryhomes.org/careers,0,2026-06-11T04:17:43Z,company_primary,Company careers page is the authoritative public hiring surface and currently shows no live openings.,company_careers_page,https://www.newstoryhomes.org/careers,0,2026-06-11T04:17:43Z,Company careers page is the authoritative public hiring surface and currently shows no live openings.,unconfirmed,unknown,no_current_open_roles,https://www.newstoryhomes.org/careers,2026-06-11T04:17:43Z,New Story currently exposes no live openings on its first-party careers page.,
noso-labs,NOSO LABS,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://noso.so,https://noso.so/open-positions/,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:22:48Z,https://noso.so/open-positions/,yc_jobs_page,https://www.ycombinator.com/companies/noso-labs/jobs,1,2026-06-11T03:22:48Z,yc_primary,"First-party open-positions page does not expose a deterministic public role list, while YC provides the current public opening.",yc_jobs_page,https://www.ycombinator.com/companies/noso-labs/jobs,1,2026-06-11T03:22:48Z,"First-party open-positions page does not expose a deterministic public role list, while YC provides the current public opening.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/noso-labs/jobs/<job_slug>,2026-06-11T03:22:48Z,YC detail page provides the role-level JD for the current NOSO LABS opening.,
notabene,Notabene,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,https://notabene.id,https://notabene.id/,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,ashby,https://jobs.ashbyhq.com/notabene,notabene,https://api.ashbyhq.com/posting-api/job-board/notabene?includeCompensation=true,live_jobs,2026-06-11T04:17:43Z,https://notabene.id/careers,api_native,https://jobs.ashbyhq.com/notabene,9,2026-06-11T04:17:43Z,api_primary,Ashby public job board exposes the live role list and JD content.,api_native,https://jobs.ashbyhq.com/notabene,9,2026-06-11T04:17:43Z,Ashby public job board exposes the live role list and JD content.,full_jd_inferred_api,html,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,2026-06-11T04:17:43Z,Public Ashby endpoint returns the current role set and JD content.,
novoflow,Novoflow,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.novoflow.io/,https://www.ycombinator.com/companies/novoflow/jobs,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:22:48Z,https://www.ycombinator.com/companies/novoflow/jobs,yc_jobs_page,https://www.ycombinator.com/companies/novoflow/jobs,4,2026-06-11T03:22:48Z,yc_primary,The public careers surface is the YC jobs page itself.,yc_jobs_page,https://www.ycombinator.com/companies/novoflow/jobs,4,2026-06-11T03:22:48Z,The public careers surface is the YC jobs page itself.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/novoflow/jobs/<job_slug>,2026-06-11T03:22:48Z,YC detail pages provide the role-level JD for the current Novoflow openings.,
nowadays,Nowadays,yc,yc,yc_manual_job_source_audit,,,,,,,,,http://nowadays.ai/,https://www.nowadays.ai/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:22:48Z,https://www.nowadays.ai/careers,company_careers_page,https://www.nowadays.ai/careers,7,2026-06-11T03:22:48Z,company_primary,First-party careers page lists the live openings and embeds detailed role descriptions on the same page.,company_careers_page,https://www.nowadays.ai/careers,7,2026-06-11T03:22:48Z,First-party careers page lists the live openings and embeds detailed role descriptions on the same page.,full_jd_verified,html_same_page,same_page_html_sections,open positions section under /careers,2026-06-11T03:22:48Z,Nowadays exposes detailed What you'll do sections and role descriptions directly on the careers page for all current openings.,
nozomio,Nozomio,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.nozomio.com/,https://www.nozomio.com/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:22:48Z,https://www.nozomio.com/careers,yc_jobs_page,https://www.ycombinator.com/companies/nozomio/jobs,3,2026-06-11T03:22:48Z,yc_primary,"First-party careers page is a client-rendered shell without a deterministic public role list in static HTML, while YC provides the current public openings.",yc_jobs_page,https://www.ycombinator.com/companies/nozomio/jobs,3,2026-06-11T03:22:48Z,"First-party careers page is a client-rendered shell without a deterministic public role list in static HTML, while YC provides the current public openings.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/nozomio/jobs/<job_slug>,2026-06-11T03:22:48Z,YC detail pages provide the role-level JD for the current Nozomio openings.,
numen,Numen,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.numen.com,https://www.ycombinator.com/companies/numen/jobs,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T03:22:48Z,https://www.ycombinator.com/companies/numen/jobs,yc_jobs_page,https://www.ycombinator.com/companies/numen/jobs,1,2026-06-11T03:22:48Z,yc_primary,The public careers surface is the YC jobs page itself.,yc_jobs_page,https://www.ycombinator.com/companies/numen/jobs,1,2026-06-11T03:22:48Z,The public careers surface is the YC jobs page itself.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/numen/jobs/<job_slug>,2026-06-11T03:22:48Z,YC detail page provides the role-level JD for the current Numen opening.,
numero,Numero,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,https://www.numero.ai,https://www.numero.ai/,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,,,,,,2026-06-11T03:22:48Z,https://www.numero.ai/,yc_jobs_page,https://www.ycombinator.com/companies/numero/jobs,2,2026-06-11T03:22:48Z,yc_primary,"First-party site routes hiring traffic to a Notion careers page that does not expose deterministic public role content, while YC provides the current public openings.",yc_jobs_page,https://www.ycombinator.com/companies/numero/jobs,2,2026-06-11T03:22:48Z,"First-party site routes hiring traffic to a Notion careers page that does not expose deterministic public role content, while YC provides the current public openings.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/numero/jobs/<job_slug>,2026-06-11T03:22:48Z,YC detail pages provide the role-level JD for the current Numero openings.,
